company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Ranco Response,2019-01-01,https://www.rancoresponse.com/,"Statesboro, Georgia, United States","Administrative Services, Government and Military","Facilities Support Services, Government, Public Safety",783535.0,,251-500,0.0,,,0.0,,0.0,,251-500,Private,,,,,,6,5,2019,46814,False,False
Superco,2020-01-01,https://www.superco.io,"New York, New York, United States","Design, Information Technology, Media and Entertainment, Sales and Marketing","Content Creators, Graphic Design, Information Technology, Marketing, UX Design",567785.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,40353,False,False
Cannecht,2021-01-01,https://cannecht.com,"Bend, Oregon, United States","Community and Lifestyle, Food and Beverage, Health Care","Alternative Medicine, Cannabis, Medical",176684.0,"Cannecht allows cannabis operators to find providers, compare service offers, and execute contracts. The companies platform is currently in beta mode and fine-tuning.  Cannecht, Inc. was founded in 2021 and is headquartered in Bend, Oregon, United States.",1-10,1.0,Seed,2022-02-18,250000.0,Seed,250000.0,1.0,1-10,Private,,,,,,0,3,2021,20395,False,False
National Brazilian American Football League - (NBAFL),2019-09-26,https://nbaflinfo.wixsite.com/nationalbrazilianame,"Crete, Illinois, United States","Commerce and Shopping, Media and Entertainment, Sports","American Football, Media and Entertainment, Sporting Goods, Sports, Sports Leagues and Teams",1081702.0,"The NBAFL is a professional sports league playing in Brazil but headquartered in the United States. The National Brazilian American Football League is a subsidiary of  NBAFL HOLDINGS LLC a Private US entity that focuses on ownership and management of global sports and media business and acts as a trade association for franchise owners to promote the sport, license team names, and logos, collect dues and royalties and develop new programs and sports ventures.  The NBAFL will initially be comprised of 8 franchises that compete each year to win the National Championship Game (NCG) an annual premier sporting event.  Our mission is simple, launch a Professional League in Brazil that serves as a catalyst for new investments in football while leading a paradigm shift to Proactive Fan Engagements and Experiences in sports!",1-10,0.0,,,0.0,,0.0,3.0,1-10,Private,,,,,,6,4,2019,53471,False,False
Versity Invest,2021-01-01,https://versityinvest.com,"Aliso Viejo, California, United States","Financial Services, Real Estate","Property Management, Real Estate, Real Estate Investment",431799.0,"Versity Invest is a real estate investment company. They believe successful investing requires in-depth strategic expertise, operational excellence, and local market analytics. They offer best-in-industry proficiency and an exemplary track record that investors can rely on.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,3,2021,35259,False,False
PeerStorage,2020-10-15,https://www.peerstorage.co/,"Issaquah, Washington, United States","Commerce and Shopping, Internet Services","Internet, Marketplace",273077.0,"We are on a mission to help protect the environment by utilizing existing space for self-storage. Our goal is to be the first carbon negative storage service by eliminating the need for additional self-storage facility development, and donating to organizations that aim to protect our environment along the way. PeerStorage provides the most trusted, secure, and affordable storage experience, while giving renters the opportunity to generate income from their unused space.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2020,27215,False,False
PlayersOnly,2021-01-01,https://playersonlyhq.com,"Los Angeles, California, United States","Apps, Community and Lifestyle, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Software, Sports","eSports, Internet, Messaging, Mobile Apps, Social, Social Network, Sports",186593.0,"PlayersOnly is a social network focused on athletes — where athletes around the world come build professional profiles, connect and promote themselves to recruits, schools, and teams.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,21110,False,False
Clara Dermatology,2021-01-01,https://claradermatology.com,"Cary, North Carolina, United States","Commerce and Shopping, Consumer Goods, Health Care","Cosmetic Surgery, Cosmetics, E-Commerce, Health Care",1131535.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,55146,False,False
GAIN Commercial Real Estate,2020-01-01,https://www.gaincre.com,"Downers Grove, Illinois, United States","Other, Real Estate","Commercial, Property Management, Real Estate",1425639.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,60949,False,False
Houston IT Developers,2021-06-05,https://www.houstonitdevelopers.com/,"Houston, Texas, United States","Advertising, Apps, Design, Information Technology, Internet Services, Professional Services, Sales and Marketing, Software","Advertising, Apps, Cloud Data Services, Cloud Management, Consulting, Information Technology, Marketing, Software, Web Design",417871.0,"Custom Software Development, Website  Development, SaaS development, Mobile App Development, Ad Management, SEO, and Sourcing Offshore Developers",51-100,0.0,,,0.0,,0.0,1.0,51-100,Private,,,,,,6,2,2021,34639,False,False
fanaticTV,2022-01-01,http://www.fanaticTV.com,"Denver, Colorado, United States","Apps, Artificial Intelligence (AI), Content and Publishing, Gaming, Internet Services, Media and Entertainment, Mobile, Software, Video","Consumer Applications, Digital Entertainment, Gamification, Generative AI, Media and Entertainment, Mobile Apps, Social Network, Video Streaming",84982.0,"fanaticTV is...a Live-Hosted TV PARTY in your Pocket! Introducing a “TV Studio on your phone” with real-time switching between Live Hosts (with a teleprompter) and videos on a server and back to the Live Host—just like broadcast television. LIVE-HOSTED + LIVE SOCIAL Celebrities and Influencers--plus fans (YOU)—HOST LIVE on fanaticTV around the clock. Playing the top music videos from the best artists as well as funny videos from fans. Click to give them a thumbs up or thumbs down. If enough fans down vote a video it is skipped. Want to keep watching Taylor or Yung Gravy? Upvote. Tired of MGK, Downvote. Plus, CHAT non-stop with other fans and create your own FRIEND CHAT groups. Get Shoutouts from the live hosts. Vote on videos in real-time. Change stations. Vote on the daily poll. Chat some more. GET ON AIR + CREATE YOUR OWN LIVE TV STATION! That's right, you can be a part of the live show. Get in line to BE THE HOST. Upload videos to the 24/7 Channel to be used on the live show. Get in line to talk to the host. And more. Want to create YOUR OWN music, comedy, sports, gossip, news, shopping, late night LIVE TV station? Simply use the Live TV Studio hosting tools to make your station with a playlist of videos and ""live segments"" and schedule your own show. Tell all of your friends to tune in. Go LIVE from your phone, hosting and switching between your own videos or our library of music videos. Build your audience and (eventually) make some cash. Download fanaticTV now, get Hosting, tell your friends, and join the party!",1-10,1.0,Seed,2022-01-01,500000.0,Pre-Seed,500000.0,2.0,1-10,Private,,,,,,0,2,2022,11456,False,False
REBEL NOIR CLOTHING CO,2020-11-17,https://rebelnoir.com/,"Parsippany, New Jersey, United States","Clothing and Apparel, Commerce and Shopping, Design, Events, Media and Entertainment","E-Commerce, Event Promotion, Events, Fashion, Media and Entertainment",120591.0,"Apparel Sales, Experiential Events, Content Partnerships",1-10,1.0,Seed,2022-02-05,650000.0,Pre-Seed,650000.0,,1-10,Private,,,0.0,1.0,,0,3,2020,15540,False,False
Supermojo,2022-01-01,https://www.supermojo.com,"Greenbrae, California, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software","Blockchain, Cryptocurrency, Financial Services",130950.0,Supermojo is building the embedded customer lending experiences to power the growth of NFTs as a powerful new asset class.,11-50,1.0,Seed,2022-07-14,6000000.0,Seed,6000000.0,,11-50,Private,,,,,,0,2,2022,16593,False,False
Innovative Wellness,2019-01-01,https://www.innovativewell.com,"Chicago, Illinois, United States","Community and Lifestyle, Food and Beverage, Health Care, Professional Services","Cannabis, Consulting, Health Care, Wellness",1351799.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,59221,False,False
Obsidian,2020-01-01,https://obsidianspecialty.com,"New York, New York, United States",Financial Services,Insurance,296534.0,"Obsidian is a program insurance fronting platform built solely to support the increasing market need of managing general agents, managing general underwriters, and program administrators that want to connect with reinsurers that seek primary layer access.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,28552,False,False
Tortuga Transport,2021-01-01,https://www.tortugatransport.com,"Largo, Florida, United States",Transportation,"Freight Service, Logistics, Transportation",1849645.0,Tortuga Transport provides verizon electronic logging device GPS tracking services. They also accommodate 30 feet of freight. They respond to inquiries by email and phone.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,69737,False,False
Intercoastal Consulting & Life Care Planning,2018-04-01,https://www.iclcp.com,"Jacksonville, Florida, United States","Health Care, Professional Services","Health Care, Legal, Medical",396108.0,"Certified Life Care Planner (CLCP) and Advanced Practice Registered Nurse (APRN) available for life care planning and consulting services for medical-legal cases. Available to both plaintiff and defense. Chris McDermott is a Certified Life Care Planner and Advanced Practice Registered Nurse with Autonomous Practice authority in the State of Florida. He holds a certification in Adult-Gerontology Primary Care from the American Academy of Nurse Practitioners. Chris currently practices in the specialty of interventional pain and medical management of patients involved in automobile and/or personal injury accidents. His clinical background includes inpatient rehabilitation (traumatic brain injury, stroke, spinal cord injury), trauma/surgery, pulmonary, critical care, and sleep medicine. Services: Comprehensive Life Care Plans Preliminary Life Care Plans Life Care Plan Reviews Expert Witness Testimony Standards of Care Case Merit",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2018,33678,False,False
Home Pest Control,2021-01-01,https://www.homepest.com/,"Cayce, South Carolina, United States","Health Care, Professional Services, Real Estate, Science and Engineering","Chemical, Environmental Consulting, Health Care, Home Improvement, Home Services",702324.0,,11-50,0.0,M&A,,0.0,,0.0,,11-50,Private,,,,,,5,3,2021,44524,False,False
mystyle,2022-05-01,https://weborgraphics.com/mystyle/mystyle.html,"New Lebanon, New York, United States",Commerce and Shopping,E-Commerce,2479929.0,ecommerce platform dedicated to promote small communities clothing artwork,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,1,2022,81615,False,False
Phantasia Sports,2021-01-01,https://phantasia.app/,"Chicago, Illinois, United States","Blockchain and Cryptocurrency, Gaming, Information Technology, Other, Sports","Blockchain, Fantasy Sports, Information Technology",80545.0,"Phantasia Sports is a blockchain-powered, peer-to-peer fantasy sports platform.",11-50,1.0,Seed,2021-11-01,1850000.0,Seed,1850000.0,,11-50,Private,,,,,,0,3,2021,10879,False,False
Good Pharma,2020-01-01,https://drinkgoodpharma.com,"San Anselmo, California, United States",Food and Beverage,Food and Beverage,392124.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,0.0,1.0,,6,4,2020,33501,False,False
Red Panda Labs,2020-01-01,https://www.rplabs.com/,"Indianapolis, Indiana, United States","Apps, Information Technology, Mobile, Software","Apps, Information Technology, Mobile Apps, Software",252379.0,"Our team has been creating and developing large international dating projects for over 10 years. During this time, we have seen completely different eras of dating services and several years ago we decided to focus our efforts in the field of mobile dating apps. Our team is decentralized, which allows us to work effectively from anywhere in the world and we have several headquarters located in the USA and Europe. Now our team has more than 50 people and we are always glad to meet professionals in the field of product building, product marketing, analytics and developers.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,4,2020,25910,False,False
