,company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid
16244,Socialays,2020-11-20,https://socialays.com,"San Francisco, California, United States","Apps, Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing, Science and Engineering, Software","Apps, Artificial Intelligence (AI), Internet, Marketing, Social Media, Software",120499.0,"Socialays is an artificial intelligence-based social media assistant and management platform for marketers, influencers, and enterprises. Socialays reads your comments in a second, categorizes them, and takes instant actions.",1-10,1.0,Seed,2021-11-12,500000.0,Seed,500000.0,1.0,1-10,Private,,,,,,0,3,2020,15520
16246,Numeric,2021-05-01,https://www.numeric.io/,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Financial Services, Professional Services, Science and Engineering, Software","Accounting, Analytics, Artificial Intelligence (AI), FinTech, Software",120508.0,"Companies rely on Numeric to ensure their financial data is accurate, automate the month-end close, and generate real-time insights. Rated 4.9 / 5 on G2",11-50,1.0,Seed,2021-05-01,0.0,Seed,0.0,,11-50,Private,,,,,,2,2,2021,15522
16280,Floworks,2021-12-21,https://www.floworks.ai,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Sales Automation",120755.0,"We provide a natural language interface on conversation apps like Slack, Teams and Gmail for users to connect with their work applications like CRMs, ERPs, project management tools, emails and calenders. Users can now get any thing done on these apps by just taking to them in plain english.",11-50,3.0,Seed,2023-07-31,900000.0,Seed,1455000.0,2.0,11-50,Private,,,,,,0,2,2021,15555
16297,Steer Health,2021-01-01,https://steerhealth.io,"Irving, Texas, United States","Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software","Artificial Intelligence (AI), Health Care, Software",120916.0,"Steer Health helps healthcare organizations engage in real-time, personalized conversations with the right patients at the right time, so they can build trust, reduce costs and accelerate their growth.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,15569
16308,Hannah Systems,2018-09-01,https://www.hannahsystems.com/,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Developer APIs, Developer Platform, Information Services, Machine Learning, SaaS, Software",121004.0,"Hannah Systems’ mission is to deliver open and anonymous traffic data, never utilizing personal information, bringing focus to the most important tasks at hand, reducing emissions, improving congestion, and ultimately changing the way we live. Hannah Systems is making a difference in a progressive and socially beneficial way and we are emphasizing this objective by becoming a Public Benefit Corp. Hannah is a B2B software company that creates openness and the democratization of data, free from the location-based advertising business model.  The Hannah Systems AI was developed by a team of PhDs and traffic engineers and provides detailed intersection data, resulting in a more comprehensive view of the city leading to less time spent in traffic.  At Hannah Systems we enhance traffic data with AI technology and share this anonymous data via our open data platform. This enriched information enables analysis of traffic patterns and pedestrian activity, and reduces travel time, pollution, and congestion. Hannah Systems’ enhanced data can help cities redesign light phasing and surface new routes that can genuinely improve travel times. Traffic information is the catalyst that can bring about change, however, data has become increasingly more personalized and is a protected and proprietorial asset that it is not being utilized to help our cities. The Hannah Systems detailed traffic information makes travel more efficient, reducing the stress and anxiety of city driving, reducing emissions and making roads safer. The Hannah Systems open data platform is the foundation for companies looking to improve pedestrian safety, reduce emissions, streamline traffic and address the needs of the AV industry. Hannah Systems is partnering with cities around the globe in order to deliver the next generation of open, anonymous, and ethically managed traffic data. Hannah provides a deep understanding of congestion problems through advanced analytics, microsimulation of every intersection, a macro view of the overall city and the Hannah Systems’ Traffic AI.",1-10,2.0,Seed,2019-07-01,100000.0,Pre-Seed,200000.0,4.0,1-10,Private,,,,,,0,5,2018,15579
16328,Utiliz,2020-01-01,https://www.utiliz.app,"Evansville, Indiana, United States","Artificial Intelligence (AI), Data and Analytics, Software","Machine Learning, SaaS, Software",121185.0,Utiliz is a B2B SaaS platform for a company that provides water infrastructure.,1-10,1.0,Seed,2023-06-29,80000.0,Seed,80000.0,,1-10,Private,,,,,,0,4,2020,15597
16335,MemryX,2019-01-01,https://www.memryx.com/home,"Ann Arbor, Michigan, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology, Software",121225.0,"MemryX Inc. is a fabless semiconductor company that designs edge AI processing solutions powered by a proprietary compute-at-memory technology and dataflow architecture. By combining high performance and accuracy with low system power and a high-performance architecture, MemryX solutions are able to power AI needs for a number of industries, including transportation, IoT, and a wide range of industrial and consumer applications. MemryX is backed by leading investors including HarbourVest, Arm IoT Fund, eLab Ventures, M Ventures, and Motus Ventures. MemryX has headquarters in Ann Arbor, Mich., with offices in Bangalore, India, Taipei and Hsinchu, Taiwan.",11-50,2.0,Early Stage Venture,2021-05-12,0.0,Series A,0.0,2.0,11-50,Private,,,11.0,0.0,Computing; Calculating,2,5,2019,15603
16338,UnreadAI,2022-01-01,https://getunread.com,"Miami, Florida, United States","Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software","Artificial Intelligence (AI), B2C, Consumer Software, Productivity Tools",121239.0,"UnreadAI uses advanced AI to sift through your emails, chats, social media, and forums, delivering a personalized summary of essential information directly to you. It's the ultimate tool for busy individuals looking to save time and focus on what truly matters.",1-10,1.0,Seed,2023-09-25,35000.0,Seed,35000.0,1.0,1-10,Private,,,,,,0,2,2022,15606
16341,MeetKai,2018-05-01,http://www.meetkai.com,"Los Angeles, California, United States","Artificial Intelligence (AI), Data and Analytics, Hardware, Media and Entertainment, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning, Metaverse, Virtual Reality",121261.0,,11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,5,2018,15609
16382,BlueArch,2021-05-17,https://www.bluearch.io,"Seattle, Washington, United States","Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Software","Cloud Computing, Cloud Infrastructure, Cloud Management, Predictive Analytics",121672.0,"BlueArch is your always-on cloud advisor, providing a single pane of glass and ml-powered recommendations to help you reduce tech-debt and optimize cloud performance.",1-10,1.0,Seed,2021-06-01,100000.0,Pre-Seed,100000.0,2.0,1-10,Private,,,,,,0,2,2021,15647
16390,SportAI,2020-01-01,https://sportai.io/,"Birmingham, Alabama, United States","Apps, Artificial Intelligence (AI), Data and Analytics, Mobile, Science and Engineering, Software, Sports","Artificial Intelligence (AI), Mobile Apps, Sports",121727.0,"SportAI develops a mobile app integrated with AI, that is designed to help anyone understand Fantasy Sports. It was started in 2020 and is based in Birmingham, Alabama.",1-10,1.0,Seed,2021-09-27,75000.0,Seed,75000.0,2.0,1-10,Private,,,,,,0,4,2020,15655
16399,2B0 (To Be Zero),2019-11-15,https://2b0.io,"Menlo Park, California, United States","Artificial Intelligence (AI), Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Information Technology, Internet Services, Science and Engineering, Software, Sustainability","Artificial Intelligence (AI), Consumer Electronics, Consumer Goods, Consumer Software, Information Technology, Internet of Things, Machine Learning, Recycling, Sustainability, Waste Management",121833.0,"The patented 2B0 IOT robot uses AI to auto-sort and process recyclable materials in homes, offices and retail locations. 2B0 integrates unique solutions and services for residential lifestyles and commercial applications. By reducing friction to recycle material while monitoring product consumption, 2B0's intelligent stack allows customers to be informed and rewarded using Sustainability as a Platform (SaaP).",1-10,2.0,Seed,2020-10-30,250000.0,Seed,500000.0,2.0,1-10,Private,,,,,,0,4,2019,15664
16460,Kosmos AI Technologies,2019-03-25,http://www.rayon.ai,"San Jose, California, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology",122426.0,Synthetic employees and digital labor are transforming the workplace! Rayon AI synthetic employees are at the forefront of this revolution.,1-10,2.0,Seed,2020-11-30,140000.0,Seed,365000.0,2.0,1-10,Private,,,,,,0,4,2019,15723
16474,Vistry,2020-09-09,https://www.vistry.ai,"San Diego, California, United States","Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Internet Services, Science and Engineering, Software, Travel and Tourism","Artificial Intelligence (AI), Hospitality, Internet of Things, Machine Learning, Restaurants, SaaS, Software",122542.0,"Vistry's Conversational AI Platform seamlessly integrates food commerce and employee assistance, elevating customer ordering experiences while streamlining internal operations and decision-making processes.",1-10,0.0,,,0.0,,0.0,3.0,1-10,Private,,,0.0,1.0,,6,3,2020,15735
